"Notes"	"Cause of death"	"Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Triploidy and polyploidy"	"Q92.7"	"2017"	"2017"	27	325719178	0.0
	"Triploidy and polyploidy"	"Q92.7"	"2018"	"2018"	20	327167434	0.0
	"Triploidy and polyploidy"	"Q92.7"	"2019"	"2019"	22	328239523	0.0
	"Triploidy and polyploidy"	"Q92.7"	"2020 "	"2020"	16	329484123	Unreliable
	"Other specified trisomies and partial trisomies of autosomes"	"Q92.8"	"2011"	"2011"	31	311591917	0.0
	"Other specified trisomies and partial trisomies of autosomes"	"Q92.8"	"2012"	"2012"	25	313914040	0.0
	"Other specified trisomies and partial trisomies of autosomes"	"Q92.8"	"2013"	"2013"	32	316128839	0.0
	"Other specified trisomies and partial trisomies of autosomes"	"Q92.8"	"2014"	"2014"	22	318857056	0.0
	"Other specified trisomies and partial trisomies of autosomes"	"Q92.8"	"2015"	"2015"	30	321418820	0.0
	"Other specified trisomies and partial trisomies of autosomes"	"Q92.8"	"2016"	"2016"	41	323127513	0.0
	"Other specified trisomies and partial trisomies of autosomes"	"Q92.8"	"2017"	"2017"	30	325719178	0.0
	"Other specified trisomies and partial trisomies of autosomes"	"Q92.8"	"2018"	"2018"	24	327167434	0.0
	"Other specified trisomies and partial trisomies of autosomes"	"Q92.8"	"2019"	"2019"	27	328239523	0.0
	"Other specified trisomies and partial trisomies of autosomes"	"Q92.8"	"2020 "	"2020"	25	329484123	0.0
	"Trisomy and partial trisomy of autosomes, unspecified"	"Q92.9"	"2011"	"2011"	27	311591917	0.0
	"Trisomy and partial trisomy of autosomes, unspecified"	"Q92.9"	"2012"	"2012"	26	313914040	0.0
	"Trisomy and partial trisomy of autosomes, unspecified"	"Q92.9"	"2013"	"2013"	28	316128839	0.0
	"Trisomy and partial trisomy of autosomes, unspecified"	"Q92.9"	"2014"	"2014"	39	318857056	0.0
	"Trisomy and partial trisomy of autosomes, unspecified"	"Q92.9"	"2015"	"2015"	43	321418820	0.0
	"Trisomy and partial trisomy of autosomes, unspecified"	"Q92.9"	"2016"	"2016"	25	323127513	0.0
	"Trisomy and partial trisomy of autosomes, unspecified"	"Q92.9"	"2017"	"2017"	24	325719178	0.0
	"Trisomy and partial trisomy of autosomes, unspecified"	"Q92.9"	"2018"	"2018"	18	327167434	Unreliable
	"Trisomy and partial trisomy of autosomes, unspecified"	"Q92.9"	"2019"	"2019"	32	328239523	0.0
	"Trisomy and partial trisomy of autosomes, unspecified"	"Q92.9"	"2020 "	"2020"	18	329484123	Unreliable
	"Whole chromosome monosomy, meiotic nondisjunction"	"Q93.0"	"2016"	"2016"	1	323127513	Unreliable
	"Whole chromosome monosomy, mosaicism (mitotic nondisjunction)"	"Q93.1"	"2013"	"2013"	1	316128839	Unreliable
	"Whole chromosome monosomy, mosaicism (mitotic nondisjunction)"	"Q93.1"	"2016"	"2016"	1	323127513	Unreliable
	"Chromosome replaced with ring or dicentric"	"Q93.2"	"2015"	"2015"	1	321418820	Unreliable
	"Chromosome replaced with ring or dicentric"	"Q93.2"	"2019"	"2019"	1	328239523	Unreliable
	"Chromosome replaced with ring or dicentric"	"Q93.2"	"2020 "	"2020"	1	329484123	Unreliable
	"Deletion of short arm of chromosome 4"	"Q93.3"	"2011"	"2011"	17	311591917	Unreliable
	"Deletion of short arm of chromosome 4"	"Q93.3"	"2012"	"2012"	11	313914040	Unreliable
	"Deletion of short arm of chromosome 4"	"Q93.3"	"2013"	"2013"	14	316128839	Unreliable
	"Deletion of short arm of chromosome 4"	"Q93.3"	"2014"	"2014"	16	318857056	Unreliable
	"Deletion of short arm of chromosome 4"	"Q93.3"	"2015"	"2015"	17	321418820	Unreliable
	"Deletion of short arm of chromosome 4"	"Q93.3"	"2016"	"2016"	20	323127513	0.0
	"Deletion of short arm of chromosome 4"	"Q93.3"	"2017"	"2017"	15	325719178	Unreliable
	"Deletion of short arm of chromosome 4"	"Q93.3"	"2018"	"2018"	13	327167434	Unreliable
	"Deletion of short arm of chromosome 4"	"Q93.3"	"2019"	"2019"	19	328239523	Unreliable
	"Deletion of short arm of chromosome 4"	"Q93.3"	"2020 "	"2020"	21	329484123	0.0
	"Deletion of short arm of chromosome 5"	"Q93.4"	"2011"	"2011"	6	311591917	Unreliable
	"Deletion of short arm of chromosome 5"	"Q93.4"	"2012"	"2012"	3	313914040	Unreliable
	"Deletion of short arm of chromosome 5"	"Q93.4"	"2013"	"2013"	9	316128839	Unreliable
	"Deletion of short arm of chromosome 5"	"Q93.4"	"2014"	"2014"	10	318857056	Unreliable
	"Deletion of short arm of chromosome 5"	"Q93.4"	"2015"	"2015"	8	321418820	Unreliable
	"Deletion of short arm of chromosome 5"	"Q93.4"	"2016"	"2016"	10	323127513	Unreliable
	"Deletion of short arm of chromosome 5"	"Q93.4"	"2017"	"2017"	8	325719178	Unreliable
	"Deletion of short arm of chromosome 5"	"Q93.4"	"2018"	"2018"	7	327167434	Unreliable
	"Deletion of short arm of chromosome 5"	"Q93.4"	"2019"	"2019"	10	328239523	Unreliable
	"Deletion of short arm of chromosome 5"	"Q93.4"	"2020 "	"2020"	19	329484123	Unreliable
	"Other deletions of part of a chromosome"	"Q93.5"	"2011"	"2011"	31	311591917	0.0
	"Other deletions of part of a chromosome"	"Q93.5"	"2012"	"2012"	46	313914040	0.0
	"Other deletions of part of a chromosome"	"Q93.5"	"2013"	"2013"	25	316128839	0.0
	"Other deletions of part of a chromosome"	"Q93.5"	"2014"	"2014"	43	318857056	0.0
	"Other deletions of part of a chromosome"	"Q93.5"	"2015"	"2015"	30	321418820	0.0
	"Other deletions of part of a chromosome"	"Q93.5"	"2016"	"2016"	60	323127513	0.0
	"Other deletions of part of a chromosome"	"Q93.5"	"2017"	"2017"	41	325719178	0.0
	"Other deletions of part of a chromosome"	"Q93.5"	"2018"	"2018"	38	327167434	0.0
	"Other deletions of part of a chromosome"	"Q93.5"	"2019"	"2019"	45	328239523	0.0
	"Other deletions of part of a chromosome"	"Q93.5"	"2020 "	"2020"	43	329484123	0.0
	"Deletions seen only at prometaphase"	"Q93.6"	"2011"	"2011"	1	311591917	Unreliable
	"Deletions with other complex rearrangements"	"Q93.7"	"2020 "	"2020"	1	329484123	Unreliable
	"Other deletions from the autosomes"	"Q93.8"	"2011"	"2011"	8	311591917	Unreliable
	"Other deletions from the autosomes"	"Q93.8"	"2012"	"2012"	7	313914040	Unreliable
	"Other deletions from the autosomes"	"Q93.8"	"2013"	"2013"	6	316128839	Unreliable
	"Other deletions from the autosomes"	"Q93.8"	"2014"	"2014"	12	318857056	Unreliable
	"Other deletions from the autosomes"	"Q93.8"	"2015"	"2015"	12	321418820	Unreliable
	"Other deletions from the autosomes"	"Q93.8"	"2016"	"2016"	11	323127513	Unreliable
	"Other deletions from the autosomes"	"Q93.8"	"2017"	"2017"	15	325719178	Unreliable
	"Other deletions from the autosomes"	"Q93.8"	"2018"	"2018"	14	327167434	Unreliable
	"Other deletions from the autosomes"	"Q93.8"	"2019"	"2019"	10	328239523	Unreliable
	"Other deletions from the autosomes"	"Q93.8"	"2020 "	"2020"	12	329484123	Unreliable
	"Deletion from autosomes, unspecified"	"Q93.9"	"2011"	"2011"	5	311591917	Unreliable
	"Deletion from autosomes, unspecified"	"Q93.9"	"2012"	"2012"	3	313914040	Unreliable
	"Deletion from autosomes, unspecified"	"Q93.9"	"2013"	"2013"	7	316128839	Unreliable
	"Deletion from autosomes, unspecified"	"Q93.9"	"2014"	"2014"	13	318857056	Unreliable
	"Deletion from autosomes, unspecified"	"Q93.9"	"2015"	"2015"	11	321418820	Unreliable
	"Deletion from autosomes, unspecified"	"Q93.9"	"2016"	"2016"	12	323127513	Unreliable
	"Deletion from autosomes, unspecified"	"Q93.9"	"2017"	"2017"	13	325719178	Unreliable
	"Deletion from autosomes, unspecified"	"Q93.9"	"2018"	"2018"	11	327167434	Unreliable
	"Deletion from autosomes, unspecified"	"Q93.9"	"2019"	"2019"	7	328239523	Unreliable
	"Deletion from autosomes, unspecified"	"Q93.9"	"2020 "	"2020"	15	329484123	Unreliable
	"Balanced translocation and insertion in normal individual"	"Q95.0"	"2013"	"2013"	1	316128839	Unreliable
	"Balanced translocation and insertion in normal individual"	"Q95.0"	"2019"	"2019"	1	328239523	Unreliable
	"Individuals with autosomal fragile site"	"Q95.5"	"2020 "	"2020"	1	329484123	Unreliable
	"Balanced rearrangement and structural marker, unspecified"	"Q95.9"	"2011"	"2011"	1	311591917	Unreliable
	"Balanced rearrangement and structural marker, unspecified"	"Q95.9"	"2016"	"2016"	1	323127513	Unreliable
	"Balanced rearrangement and structural marker, unspecified"	"Q95.9"	"2019"	"2019"	1	328239523	Unreliable
	"Other variants of Turner syndrome"	"Q96.8"	"2016"	"2016"	1	323127513	Unreliable
	"Other variants of Turner syndrome"	"Q96.8"	"2017"	"2017"	1	325719178	Unreliable
	"Other variants of Turner syndrome"	"Q96.8"	"2018"	"2018"	1	327167434	Unreliable
	"Other variants of Turner syndrome"	"Q96.8"	"2020 "	"2020"	1	329484123	Unreliable
	"Turner syndrome, unspecified"	"Q96.9"	"2011"	"2011"	18	311591917	Unreliable
	"Turner syndrome, unspecified"	"Q96.9"	"2012"	"2012"	17	313914040	Unreliable
	"Turner syndrome, unspecified"	"Q96.9"	"2013"	"2013"	21	316128839	0.0
	"Turner syndrome, unspecified"	"Q96.9"	"2014"	"2014"	16	318857056	Unreliable
	"Turner syndrome, unspecified"	"Q96.9"	"2015"	"2015"	13	321418820	Unreliable
	"Turner syndrome, unspecified"	"Q96.9"	"2016"	"2016"	25	323127513	0.0
	"Turner syndrome, unspecified"	"Q96.9"	"2017"	"2017"	21	325719178	0.0
	"Turner syndrome, unspecified"	"Q96.9"	"2018"	"2018"	23	327167434	0.0
	"Turner syndrome, unspecified"	"Q96.9"	"2019"	"2019"	21	328239523	0.0
	"Turner syndrome, unspecified"	"Q96.9"	"2020 "	"2020"	12	329484123	Unreliable
	"Karyotype 47,XXX"	"Q97.0"	"2012"	"2012"	1	313914040	Unreliable
	"Karyotype 47,XXX"	"Q97.0"	"2013"	"2013"	1	316128839	Unreliable
	"Karyotype 47,XXX"	"Q97.0"	"2016"	"2016"	1	323127513	Unreliable
	"Karyotype 47,XXX"	"Q97.0"	"2019"	"2019"	1	328239523	Unreliable
	"Female with more than three X chromosomes"	"Q97.1"	"2016"	"2016"	1	323127513	Unreliable
	"Other specified sex chromosome abnormalities, female phenotype"	"Q97.8"	"2012"	"2012"	1	313914040	Unreliable
	"Other specified sex chromosome abnormalities, female phenotype"	"Q97.8"	"2015"	"2015"	2	321418820	Unreliable
	"Klinefelter syndrome karyotype 47,XXY"	"Q98.0"	"2011"	"2011"	1	311591917	Unreliable
	"Klinefelter syndrome karyotype 47,XXY"	"Q98.0"	"2018"	"2018"	1	327167434	Unreliable
	"Klinefelter syndrome karyotype 47,XXY"	"Q98.0"	"2019"	"2019"	1	328239523	Unreliable
	"Klinefelter syndrome, male with more than two X chromosomes"	"Q98.1"	"2013"	"2013"	1	316128839	Unreliable
	"Klinefelter syndrome, unspecified"	"Q98.4"	"2011"	"2011"	2	311591917	Unreliable
	"Klinefelter syndrome, unspecified"	"Q98.4"	"2012"	"2012"	2	313914040	Unreliable
	"Klinefelter syndrome, unspecified"	"Q98.4"	"2013"	"2013"	2	316128839	Unreliable
	"Klinefelter syndrome, unspecified"	"Q98.4"	"2015"	"2015"	3	321418820	Unreliable
	"Klinefelter syndrome, unspecified"	"Q98.4"	"2016"	"2016"	4	323127513	Unreliable
	"Klinefelter syndrome, unspecified"	"Q98.4"	"2017"	"2017"	5	325719178	Unreliable
	"Klinefelter syndrome, unspecified"	"Q98.4"	"2018"	"2018"	6	327167434	Unreliable
	"Klinefelter syndrome, unspecified"	"Q98.4"	"2019"	"2019"	5	328239523	Unreliable
	"Klinefelter syndrome, unspecified"	"Q98.4"	"2020 "	"2020"	5	329484123	Unreliable
	"Karyotype 47,XYY"	"Q98.5"	"2014"	"2014"	1	318857056	Unreliable
	"Sex chromosome abnormality, male phenotype, unspecified"	"Q98.9"	"2014"	"2014"	1	318857056	Unreliable
	"Sex chromosome abnormality, male phenotype, unspecified"	"Q98.9"	"2017"	"2017"	1	325719178	Unreliable
	"Fragile X chromosome"	"Q99.2"	"2011"	"2011"	7	311591917	Unreliable
	"Fragile X chromosome"	"Q99.2"	"2012"	"2012"	8	313914040	Unreliable
	"Fragile X chromosome"	"Q99.2"	"2013"	"2013"	4	316128839	Unreliable
	"Fragile X chromosome"	"Q99.2"	"2014"	"2014"	7	318857056	Unreliable
	"Fragile X chromosome"	"Q99.2"	"2015"	"2015"	4	321418820	Unreliable
	"Fragile X chromosome"	"Q99.2"	"2016"	"2016"	3	323127513	Unreliable
	"Fragile X chromosome"	"Q99.2"	"2017"	"2017"	3	325719178	Unreliable
	"Fragile X chromosome"	"Q99.2"	"2018"	"2018"	8	327167434	Unreliable
	"Fragile X chromosome"	"Q99.2"	"2019"	"2019"	3	328239523	Unreliable
	"Fragile X chromosome"	"Q99.2"	"2020 "	"2020"	9	329484123	Unreliable
	"Other specified chromosome abnormalities"	"Q99.8"	"2011"	"2011"	30	311591917	0.0
	"Other specified chromosome abnormalities"	"Q99.8"	"2012"	"2012"	31	313914040	0.0
	"Other specified chromosome abnormalities"	"Q99.8"	"2013"	"2013"	10	316128839	Unreliable
	"Other specified chromosome abnormalities"	"Q99.8"	"2014"	"2014"	8	318857056	Unreliable
	"Other specified chromosome abnormalities"	"Q99.8"	"2015"	"2015"	12	321418820	Unreliable
	"Other specified chromosome abnormalities"	"Q99.8"	"2016"	"2016"	3	323127513	Unreliable
	"Other specified chromosome abnormalities"	"Q99.8"	"2017"	"2017"	2	325719178	Unreliable
	"Other specified chromosome abnormalities"	"Q99.8"	"2018"	"2018"	3	327167434	Unreliable
	"Other specified chromosome abnormalities"	"Q99.8"	"2019"	"2019"	6	328239523	Unreliable
	"Other specified chromosome abnormalities"	"Q99.8"	"2020 "	"2020"	8	329484123	Unreliable
	"Chromosomal abnormality, unspecified"	"Q99.9"	"2011"	"2011"	75	311591917	0.0
	"Chromosomal abnormality, unspecified"	"Q99.9"	"2012"	"2012"	96	313914040	0.0
	"Chromosomal abnormality, unspecified"	"Q99.9"	"2013"	"2013"	19	316128839	Unreliable
	"Chromosomal abnormality, unspecified"	"Q99.9"	"2014"	"2014"	19	318857056	Unreliable
	"Chromosomal abnormality, unspecified"	"Q99.9"	"2015"	"2015"	19	321418820	Unreliable
	"Chromosomal abnormality, unspecified"	"Q99.9"	"2016"	"2016"	27	323127513	0.0
	"Chromosomal abnormality, unspecified"	"Q99.9"	"2017"	"2017"	23	325719178	0.0
	"Chromosomal abnormality, unspecified"	"Q99.9"	"2018"	"2018"	25	327167434	0.0
	"Chromosomal abnormality, unspecified"	"Q99.9"	"2019"	"2019"	31	328239523	0.0
	"Chromosomal abnormality, unspecified"	"Q99.9"	"2020 "	"2020"	12	329484123	Unreliable
	"Tachycardia, unspecified"	"R00.0"	"2011"	"2011"	14	311591917	Unreliable
	"Tachycardia, unspecified"	"R00.0"	"2012"	"2012"	10	313914040	Unreliable
	"Tachycardia, unspecified"	"R00.0"	"2013"	"2013"	12	316128839	Unreliable
	"Tachycardia, unspecified"	"R00.0"	"2014"	"2014"	11	318857056	Unreliable
	"Tachycardia, unspecified"	"R00.0"	"2015"	"2015"	13	321418820	Unreliable
	"Tachycardia, unspecified"	"R00.0"	"2016"	"2016"	16	323127513	Unreliable
	"Tachycardia, unspecified"	"R00.0"	"2017"	"2017"	16	325719178	Unreliable
	"Tachycardia, unspecified"	"R00.0"	"2018"	"2018"	13	327167434	Unreliable
	"Tachycardia, unspecified"	"R00.0"	"2019"	"2019"	19	328239523	Unreliable
	"Tachycardia, unspecified"	"R00.0"	"2020 "	"2020"	21	329484123	0.0
	"Bradycardia, unspecified"	"R00.1"	"2011"	"2011"	94	311591917	0.0
	"Bradycardia, unspecified"	"R00.1"	"2012"	"2012"	100	313914040	0.0
	"Bradycardia, unspecified"	"R00.1"	"2013"	"2013"	116	316128839	0.0
	"Bradycardia, unspecified"	"R00.1"	"2014"	"2014"	127	318857056	0.0
	"Bradycardia, unspecified"	"R00.1"	"2015"	"2015"	134	321418820	0.0
	"Bradycardia, unspecified"	"R00.1"	"2016"	"2016"	135	323127513	0.0
	"Bradycardia, unspecified"	"R00.1"	"2017"	"2017"	147	325719178	0.0
	"Bradycardia, unspecified"	"R00.1"	"2018"	"2018"	176	327167434	0.1
	"Bradycardia, unspecified"	"R00.1"	"2019"	"2019"	178	328239523	0.1
	"Bradycardia, unspecified"	"R00.1"	"2020 "	"2020"	165	329484123	0.1
	"Palpitations"	"R00.2"	"2014"	"2014"	1	318857056	Unreliable
	"Palpitations"	"R00.2"	"2019"	"2019"	1	328239523	Unreliable
	"Other and unspecified abnormalities of heart beat"	"R00.8"	"2011"	"2011"	1	311591917	Unreliable
	"Other and unspecified abnormalities of heart beat"	"R00.8"	"2012"	"2012"	1	313914040	Unreliable
	"Other and unspecified abnormalities of heart beat"	"R00.8"	"2013"	"2013"	2	316128839	Unreliable
	"Other and unspecified abnormalities of heart beat"	"R00.8"	"2014"	"2014"	2	318857056	Unreliable
	"Other and unspecified abnormalities of heart beat"	"R00.8"	"2015"	"2015"	2	321418820	Unreliable
	"Other and unspecified abnormalities of heart beat"	"R00.8"	"2016"	"2016"	2	323127513	Unreliable
	"Other and unspecified abnormalities of heart beat"	"R00.8"	"2017"	"2017"	2	325719178	Unreliable
	"Other and unspecified abnormalities of heart beat"	"R00.8"	"2018"	"2018"	2	327167434	Unreliable
	"Other and unspecified abnormalities of heart beat"	"R00.8"	"2019"	"2019"	4	328239523	Unreliable
	"Other and unspecified abnormalities of heart beat"	"R00.8"	"2020 "	"2020"	5	329484123	Unreliable
	"Cardiac murmur, unspecified"	"R01.1"	"2011"	"2011"	1	311591917	Unreliable
	"Cardiac murmur, unspecified"	"R01.1"	"2012"	"2012"	2	313914040	Unreliable
	"Cardiac murmur, unspecified"	"R01.1"	"2013"	"2013"	2	316128839	Unreliable
	"Cardiac murmur, unspecified"	"R01.1"	"2014"	"2014"	3	318857056	Unreliable
	"Cardiac murmur, unspecified"	"R01.1"	"2015"	"2015"	1	321418820	Unreliable
	"Cardiac murmur, unspecified"	"R01.1"	"2016"	"2016"	2	323127513	Unreliable
	"Cardiac murmur, unspecified"	"R01.1"	"2017"	"2017"	4	325719178	Unreliable
	"Cardiac murmur, unspecified"	"R01.1"	"2018"	"2018"	1	327167434	Unreliable
	"Cardiac murmur, unspecified"	"R01.1"	"2019"	"2019"	1	328239523	Unreliable
	"Cardiac murmur, unspecified"	"R01.1"	"2020 "	"2020"	4	329484123	Unreliable
	"Gangrene, not elsewhere classified"	"R02"	"2011"	"2011"	70	311591917	0.0
	"Gangrene, not elsewhere classified"	"R02"	"2012"	"2012"	72	313914040	0.0
	"Gangrene, not elsewhere classified"	"R02"	"2013"	"2013"	84	316128839	0.0
	"Gangrene, not elsewhere classified"	"R02"	"2014"	"2014"	89	318857056	0.0
	"Gangrene, not elsewhere classified"	"R02"	"2015"	"2015"	77	321418820	0.0
	"Gangrene, not elsewhere classified"	"R02"	"2016"	"2016"	86	323127513	0.0
	"Gangrene, not elsewhere classified"	"R02"	"2017"	"2017"	67	325719178	0.0
	"Gangrene, not elsewhere classified"	"R02"	"2018"	"2018"	65	327167434	0.0
	"Gangrene, not elsewhere classified"	"R02"	"2019"	"2019"	81	328239523	0.0
	"Gangrene, not elsewhere classified"	"R02"	"2020 "	"2020"	57	329484123	0.0
	"Elevated blood-pressure reading, without diagnosis of hypertension"	"R03.0"	"2019"	"2019"	1	328239523	Unreliable
	"Epistaxis"	"R04.0"	"2011"	"2011"	7	311591917	Unreliable
	"Epistaxis"	"R04.0"	"2012"	"2012"	7	313914040	Unreliable
	"Epistaxis"	"R04.0"	"2013"	"2013"	7	316128839	Unreliable
	"Epistaxis"	"R04.0"	"2014"	"2014"	4	318857056	Unreliable
	"Epistaxis"	"R04.0"	"2015"	"2015"	7	321418820	Unreliable
	"Epistaxis"	"R04.0"	"2016"	"2016"	5	323127513	Unreliable
	"Epistaxis"	"R04.0"	"2017"	"2017"	5	325719178	Unreliable
	"Epistaxis"	"R04.0"	"2018"	"2018"	4	327167434	Unreliable
	"Epistaxis"	"R04.0"	"2019"	"2019"	8	328239523	Unreliable
	"Epistaxis"	"R04.0"	"2020 "	"2020"	9	329484123	Unreliable
	"Haemorrhage from throat"	"R04.1"	"2011"	"2011"	1	311591917	Unreliable
	"Haemorrhage from throat"	"R04.1"	"2013"	"2013"	2	316128839	Unreliable
	"Haemorrhage from throat"	"R04.1"	"2014"	"2014"	1	318857056	Unreliable
	"Haemorrhage from throat"	"R04.1"	"2015"	"2015"	2	321418820	Unreliable
	"Haemorrhage from throat"	"R04.1"	"2016"	"2016"	1	323127513	Unreliable
	"Haemorrhage from throat"	"R04.1"	"2017"	"2017"	1	325719178	Unreliable
	"Haemorrhage from throat"	"R04.1"	"2018"	"2018"	1	327167434	Unreliable
	"Haemorrhage from throat"	"R04.1"	"2019"	"2019"	2	328239523	Unreliable
	"Haemorrhage from throat"	"R04.1"	"2020 "	"2020"	3	329484123	Unreliable
	"Haemoptysis"	"R04.2"	"2011"	"2011"	25	311591917	0.0
	"Haemoptysis"	"R04.2"	"2012"	"2012"	25	313914040	0.0
	"Haemoptysis"	"R04.2"	"2013"	"2013"	39	316128839	0.0
	"Haemoptysis"	"R04.2"	"2014"	"2014"	35	318857056	0.0
	"Haemoptysis"	"R04.2"	"2015"	"2015"	28	321418820	0.0
	"Haemoptysis"	"R04.2"	"2016"	"2016"	46	323127513	0.0
	"Haemoptysis"	"R04.2"	"2017"	"2017"	42	325719178	0.0
	"Haemoptysis"	"R04.2"	"2018"	"2018"	58	327167434	0.0
	"Haemoptysis"	"R04.2"	"2019"	"2019"	48	328239523	0.0
	"Haemoptysis"	"R04.2"	"2020 "	"2020"	46	329484123	0.0
	"Haemorrhage from other sites in respiratory passages"	"R04.8"	"2011"	"2011"	72	311591917	0.0
